10.7983 	INFO 	Loaded monitor calibration from ['2025_08_24 15:35']
11.2269 	INFO 	Using renderer 'GeForce GT 730/PCIe/SSE2' for graphics
11.2269 	INFO 	OpenGL version supported by driver is 4..
11.2390 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022F71A48B80>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022F71A48FD0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1.    , 0.9843, 0.7412]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000022F71738610>, multiSample=False, name='window1', numSamples=2, pos=[130.0, 540.0], screen=0, size=array([640, 360]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.2391 	EXP 	window1: backgroundImage = ''
11.2391 	EXP 	window1: backgroundFit = 'none'
11.6385 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.6386 	EXP 	window1: recordFrameIntervals = False
11.8882 	EXP 	window1: recordFrameIntervals = True
12.1368 	EXP 	Screen (0) actual frame rate measured at 60.94Hz
12.1368 	EXP 	window1: recordFrameIntervals = False
12.2008 	INFO 	keyboard.Keyboard is using ptb backend.
12.2008 	EXP 	Graz: status = STARTED
12.2851 	EXP 	Created attention_cross = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='stims/cross.png', interpolate=True, mask=None, maskParams=None, name='attention_cross', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.2904 	EXP 	Created motor_cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='motor_cue', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.3443 	EXP 	Created attempt = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='stims/cross.png', interpolate=True, mask=None, maskParams=None, name='attempt', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.3982 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='stims/rest.png', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
0.0821 	EXP 	Imported stims_sequence.csv as conditions, 10 conditions, 2 params
0.0825 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'img': 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\right_arrow.png', 'event_label': 'RIGHT_MI_STIM', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.0777 	EXP 	attention_cross: autoDraw = True
5.1321 	EXP 	attention_cross: autoDraw = False
5.1321 	EXP 	attention_cross: autoDraw = False
5.1321 	EXP 	motor_cue: image = 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\right_arrow.png'
5.1321 	EXP 	motor_cue: autoDraw = True
6.3502 	EXP 	motor_cue: autoDraw = False
6.3502 	EXP 	attempt: autoDraw = True
10.1072 	EXP 	attempt: autoDraw = False
10.1072 	EXP 	image_2: autoDraw = True
12.0947 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'img': 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\right_arrow.png', 'event_label': 'RIGHT_MI_STIM', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
12.1112 	EXP 	image_2: autoDraw = False
12.1112 	EXP 	attention_cross: autoDraw = True
14.1315 	EXP 	attention_cross: autoDraw = False
14.1315 	EXP 	motor_cue: image = 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\right_arrow.png'
14.1315 	EXP 	motor_cue: autoDraw = True
15.3507 	EXP 	motor_cue: autoDraw = False
15.3507 	EXP 	attempt: autoDraw = True
19.1069 	EXP 	attempt: autoDraw = False
19.1069 	EXP 	image_2: autoDraw = True
21.0947 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'img': 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\right_arrow.png', 'event_label': 'RIGHT_MI_STIM', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
21.1107 	EXP 	image_2: autoDraw = False
21.1107 	EXP 	attention_cross: autoDraw = True
23.1315 	EXP 	attention_cross: autoDraw = False
23.1315 	EXP 	motor_cue: image = 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\right_arrow.png'
23.1315 	EXP 	motor_cue: autoDraw = True
24.3501 	EXP 	motor_cue: autoDraw = False
24.3501 	EXP 	attempt: autoDraw = True
28.1064 	EXP 	attempt: autoDraw = False
28.1064 	EXP 	image_2: autoDraw = True
30.0944 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'img': 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\left_arrow.png', 'event_label': 'LEFT_MI_STIM', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
30.1108 	EXP 	image_2: autoDraw = False
30.1108 	EXP 	attention_cross: autoDraw = True
32.1321 	EXP 	attention_cross: autoDraw = False
32.1321 	EXP 	motor_cue: image = 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\left_arrow.png'
32.1321 	EXP 	motor_cue: autoDraw = True
33.3496 	EXP 	motor_cue: autoDraw = False
33.3496 	EXP 	attempt: autoDraw = True
37.1067 	EXP 	attempt: autoDraw = False
37.1067 	EXP 	image_2: autoDraw = True
39.0798 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'img': 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\right_arrow.png', 'event_label': 'RIGHT_MI_STIM', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
39.0961 	EXP 	image_2: autoDraw = False
39.0961 	EXP 	attention_cross: autoDraw = True
41.1311 	EXP 	attention_cross: autoDraw = False
41.1311 	EXP 	motor_cue: image = 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\right_arrow.png'
41.1311 	EXP 	motor_cue: autoDraw = True
42.3492 	EXP 	motor_cue: autoDraw = False
42.3492 	EXP 	attempt: autoDraw = True
46.1093 	EXP 	attempt: autoDraw = False
46.1093 	EXP 	image_2: autoDraw = True
48.0931 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'img': 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\right_arrow.png', 'event_label': 'RIGHT_MI_STIM', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
48.1125 	EXP 	image_2: autoDraw = False
48.1125 	EXP 	attention_cross: autoDraw = True
50.1474 	EXP 	attention_cross: autoDraw = False
50.1474 	EXP 	motor_cue: image = 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\right_arrow.png'
50.1474 	EXP 	motor_cue: autoDraw = True
51.3522 	EXP 	motor_cue: autoDraw = False
51.3522 	EXP 	attempt: autoDraw = True
55.1062 	EXP 	attempt: autoDraw = False
55.1062 	EXP 	image_2: autoDraw = True
57.0929 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'img': 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\left_arrow.png', 'event_label': 'LEFT_MI_STIM', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
57.1095 	EXP 	image_2: autoDraw = False
57.1095 	EXP 	attention_cross: autoDraw = True
59.1307 	EXP 	attention_cross: autoDraw = False
59.1307 	EXP 	motor_cue: image = 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\left_arrow.png'
59.1307 	EXP 	motor_cue: autoDraw = True
60.3493 	EXP 	motor_cue: autoDraw = False
60.3493 	EXP 	attempt: autoDraw = True
64.1056 	EXP 	attempt: autoDraw = False
64.1056 	EXP 	image_2: autoDraw = True
66.0937 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'img': 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\left_arrow.png', 'event_label': 'LEFT_MI_STIM', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
66.1105 	EXP 	image_2: autoDraw = False
66.1105 	EXP 	attention_cross: autoDraw = True
68.1304 	EXP 	attention_cross: autoDraw = False
68.1304 	EXP 	motor_cue: image = 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\left_arrow.png'
68.1304 	EXP 	motor_cue: autoDraw = True
69.3517 	EXP 	motor_cue: autoDraw = False
69.3517 	EXP 	attempt: autoDraw = True
73.1062 	EXP 	attempt: autoDraw = False
73.1062 	EXP 	image_2: autoDraw = True
75.0935 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'img': 'C:\\Users\\User\\Documents\\GitHub\\real_time_bci\\stims\\left_arrow.png', 'event_label': 'LEFT_MI_STIM', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
